title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date,city,price_per_bedroom,price_category,month_posted,property_category
5 bedroom detached duplex for sale,detached duplex,"wtc estate, independence layout, enugu, enugu",260000000.0,5.0,6.0,6.0,2025-01-07,12 Nov 2025,Enugu,52000000.0,High,2025-01,detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"gra, ogudu, lagos",500000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,125000000.0,High,2025-11,terraced duplex
mixed-use land for sale,mixed-use land,"chois city estate , caleb university, agbowa, ikorodu, lagos",2000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"cowrie creek, ikate, lekki, lagos",900000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,180000000.0,High,2025-11,detached duplex
mixed-use land for sale,mixed-use land,"ikorodu, lagos",2000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"diamond estate, old gra, enugu, enugu",260000000.0,5.0,5.0,6.0,2025-02-28,12 Nov 2025,Enugu,52000000.0,High,2025-02,detached duplex
3 bedroom semi-detached duplex for sale,semi-detached duplex,"diamond estate,old gra, enugu, enugu",130000000.0,3.0,3.0,4.0,2025-02-27,12 Nov 2025,Enugu,43333333.333333336,High,2025-02,semi detached duplex
3 bedroom detached bungalow for sale,detached bungalow,"lekki epe expressway, ibeju lekki, lagos",75000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,25000000.0,High,2025-11,bungalow
mixed-use land for sale,mixed-use land,"lekki scheme 2 peninsula estate, abraham adesanya axis, ajah, lagos",350000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
5 bedroom flat / apartment for sale,flat / apartment,"victoria island (vi), lagos",500000000.0,5.0,,,2025-11-12,12 Nov 2025,Lagos,100000000.0,High,2025-11,flat/apartment
block of flats for sale,block of flats,"sars road, port harcourt, rivers",260000000.0,,,,2025-11-11,12 Nov 2025,Port Harcourt,,High,2025-11,block of flats
5 bedroom flat / apartment for sale,flat / apartment,"ikoyi, lagos",3500000000.0,5.0,,,2025-11-12,12 Nov 2025,Lagos,700000000.0,High,2025-11,flat/apartment
5 bedroom detached duplex for sale,detached duplex,"diplomatic zone, katampe extension, katampe, abuja",1900000000.0,5.0,5.0,6.0,2025-08-01,03 Nov 2025,Abuja,380000000.0,High,2025-08,detached duplex
6 bedroom block of flats for sale,block of flats,"off ibusa avenue before ozone hotels, independence layout, enugu, enugu",150000000.0,6.0,6.0,6.0,2025-08-24,12 Nov 2025,Enugu,25000000.0,High,2025-08,block of flats
7 bedroom detached duplex for sale,detached duplex,"tony frank estate, emene, enugu, enugu",200000000.0,7.0,7.0,8.0,2025-10-03,12 Nov 2025,Enugu,28571428.57142857,High,2025-10,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"obanikoro, shomolu, lagos",270000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,67500000.0,High,2025-11,semi detached duplex
3 bedroom detached duplex for sale,detached duplex,"gbagada phase 1, gbagada, lagos",395000000.0,3.0,2.0,4.0,2025-11-12,12 Nov 2025,Lagos,131666666.66666667,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"gra, ogudu, lagos",550000000.0,4.0,4.0,5.0,2025-10-17,12 Nov 2025,Lagos,137500000.0,High,2025-10,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"gra phase 2, magodo, lagos",300000000.0,4.0,4.0,4.0,2025-11-12,12 Nov 2025,Lagos,75000000.0,High,2025-11,terraced duplex
5 bedroom house for sale,house,"ajah, lagos",300000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,60000000.0,High,2025-11,house
4 bedroom detached duplex for sale,detached duplex,"gbagada, lagos",250000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,62500000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"gbagada, lagos",340000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,85000000.0,High,2025-11,semi detached duplex
5 bedroom detached duplex for sale,detached duplex,"chevron toll, lekki, lagos",470000000.0,5.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,94000000.0,High,2025-11,detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"gbagada, lagos",300000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,75000000.0,High,2025-11,terraced duplex
mixed-use land for sale,mixed-use land,"abeokuta north, ogun",3500000.0,,,,2025-11-12,12 Nov 2025,Ogun,,Low,2025-11,mixed-use land
3 bedroom block of flats for sale,block of flats,"gbagada, lagos",150000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,50000000.0,High,2025-11,block of flats
mixed-use land for sale,mixed-use land,"lafenwa market , crescent university, abeokuta north, ogun",17500000.0,,,,2025-11-12,12 Nov 2025,Ogun,,Mid,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"opposite doctors quarter estate, centenary city, enugu, enugu",160000000.0,5.0,5.0,5.0,2025-10-15,12 Nov 2025,Enugu,32000000.0,High,2025-10,detached duplex
12 bedroom block of flats for sale,block of flats,"mabushi, abuja",800000000.0,12.0,12.0,12.0,2025-10-03,12 Nov 2025,Abuja,66666666.666666664,High,2025-10,block of flats
6 bedroom detached duplex for sale,detached duplex,"hampton lake estate, chevron, ibeju lekki, lagos",700000000.0,6.0,6.0,7.0,2025-09-19,12 Nov 2025,Lagos,116666666.66666667,High,2025-09,detached duplex
5 bedroom detached duplex for sale,detached duplex,"tenece 2, centenary city, off p/h expressway, enugu, enugu",220000000.0,5.0,6.0,6.0,2025-04-06,12 Nov 2025,Enugu,44000000.0,High,2025-04,detached duplex
3 bedroom block of flats for sale,block of flats,"command, abule egba, agege, lagos",70000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,23333333.333333332,High,2025-11,block of flats
land for sale,land,"old ikoyi, ikoyi, lagos",900000.0,,,,2025-11-05,12 Nov 2025,Lagos,,Low,2025-11,land
commercial land for sale,commercial land,"doyin bustop lagos-badagry way, orile iganmu, surulere, lagos",1850000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,commercial land
mixed-use land for sale,mixed-use land,"idofa, imeko afon, ogun",3000000.0,,,,2025-11-12,12 Nov 2025,Ogun,,Low,2025-11,mixed-use land
commercial land for sale,commercial land,"international airport, okeogun, ibeju lekki, lagos",40000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,commercial land
residential land for sale,residential land,"solaris court, brains and hammers estate, life camp, abuja",28000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,Mid,2025-11,land
mixed-use land for sale,mixed-use land,"imeko afon, ogun",7000000.0,,,,2025-11-12,12 Nov 2025,Ogun,,Low,2025-11,mixed-use land
mixed-use land for sale,mixed-use land,"off abeokuta-imeko expressway, abeokuta north, ogun",7000000.0,,,,2025-11-12,12 Nov 2025,Ogun,,Low,2025-11,mixed-use land
residential land for sale,residential land,"life camp, abuja",42000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,Mid,2025-11,land
5 bedroom house for sale,house,"lekki 2nd toll gate, lekki, lagos",460000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,92000000.0,High,2025-11,house
4 bedroom detached duplex for sale,detached duplex,"aqua view estate, ogudu, lagos",210000000.0,4.0,4.0,4.0,2025-11-12,12 Nov 2025,Lagos,52500000.0,High,2025-11,detached duplex
warehouse for sale,warehouse,"ibeju lekki, lagos",550000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,warehouse
5 bedroom detached duplex for sale,detached duplex,"megamound estate, lekki, lagos",550000000.0,5.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,110000000.0,High,2025-11,detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"cowrie creek estate, lekki, lagos",880000000.0,5.0,5.0,6.0,2024-04-04,25 Sep 2025,Lagos,176000000.0,High,2024-04,semi detached duplex
mixed-use land for sale,mixed-use land,"iberekodo, ibeju lekki, lagos",40000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,mixed-use land
mixed-use land for sale,mixed-use land,"eleranigbe, ibeju lekki, lagos",25000000.0,,,,2025-11-06,12 Nov 2025,Lagos,,Mid,2025-11,mixed-use land
residential land for sale,residential land,"military pension board, fo1 layout, kubwa, abuja",17000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,Mid,2025-11,land
mixed-use land for sale,mixed-use land,"manor estate iberekodo government allocation scheme, eleko,, ibeju, lagos",30000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"maryland, lagos",550000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,110000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"stonegate & millennial city, ibadan, oyo",2500000.0,,,,2025-11-12,12 Nov 2025,Oyo,,Low,2025-11,land
5 bedroom detached duplex for sale,detached duplex,"opposite games village, kukwaba, abuja",490000000.0,5.0,5.0,6.0,2025-11-05,09 Nov 2025,Abuja,98000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"sangotedo, ajah, lagos",45000000.0,,,,2025-11-06,12 Nov 2025,Lagos,,Mid,2025-11,land
5 bedroom semi-detached duplex for sale,semi-detached duplex,"ikosi, ketu, lagos",380000000.0,5.0,5.0,5.0,2025-10-15,12 Nov 2025,Lagos,76000000.0,High,2025-10,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"salem, lekki, lagos",200000000.0,4.0,4.0,5.0,2025-11-10,12 Nov 2025,Lagos,50000000.0,High,2025-11,terraced duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"orchid road, lekki, lagos",160000000.0,4.0,4.0,5.0,2025-11-10,12 Nov 2025,Lagos,40000000.0,High,2025-11,semi detached duplex
land for sale,land,"berger, arepo, ogun",37500000.0,,,,2025-04-29,12 Nov 2025,Ogun,,Mid,2025-04,land
4 bedroom terraced duplex for sale,terraced duplex,"maryland, lagos",380000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,95000000.0,High,2025-11,terraced duplex
4 bedroom flat / apartment for sale,flat / apartment,"off bourdillon, ikoyi, lagos",,4.0,5.0,5.0,2023-12-03,12 Nov 2025,Lagos,,,2023-12,flat/apartment
3 bedroom flat / apartment for sale,flat / apartment,"gbagada, lagos",120000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,40000000.0,High,2025-11,flat/apartment
mixed-use land for sale,mixed-use land,"ibefun village, off ijebu ode/ikorodu road, ijebu ode, ogun",2500000.0,,,,2025-11-06,12 Nov 2025,Ogun,,Low,2025-11,mixed-use land
residential land for sale,residential land,"whitehills beachfront estate, ode omi, ibeju lekki, lagos",4000000.0,,,,2024-11-14,08 Nov 2025,Lagos,,Low,2024-11,land
3 bedroom block of flats for sale,block of flats,"lekki phase 1, lekki, lagos",365000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,121666666.66666667,High,2025-11,block of flats
3 bedroom terraced duplex for sale,terraced duplex,"agungi, lekki, lagos",180000000.0,3.0,,,2025-11-12,12 Nov 2025,Lagos,60000000.0,High,2025-11,terraced duplex
block of flats for sale,block of flats,"ago palace road, okota, isolo, lagos",220000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,block of flats
mixed-use land for sale,mixed-use land,"ijaye iseyin road, moniya, ibadan, oyo",7000000.0,,,,2025-11-12,12 Nov 2025,Oyo,,Low,2025-11,mixed-use land
residential land for sale,residential land,"eleranigbe, ibeju lekki, lagos",30000000.0,,,,2025-11-10,12 Nov 2025,Lagos,,Mid,2025-11,land
4 bedroom semi-detached duplex for sale,semi-detached duplex,"lekki, lagos",180000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,45000000.0,High,2025-11,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"lekki, lagos",160000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,40000000.0,High,2025-11,terraced duplex
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"off admiralty, lekki phase 1, lekki, lagos",130000000.0,1.0,1.0,2.0,2025-06-11,24 Oct 2025,Lagos,130000000.0,High,2025-06,mini flat
4 bedroom house for sale,house,"ajah, lagos",280000000.0,4.0,,,2025-11-12,12 Nov 2025,Lagos,70000000.0,High,2025-11,house
3 bedroom detached bungalow for sale,detached bungalow,"mowe town, ogun",65500000.0,3.0,3.0,4.0,2025-03-20,12 Nov 2025,Ogun,21833333.333333332,High,2025-03,bungalow
5 bedroom detached duplex for sale,detached duplex,"lekki palm city, ajah, lagos",220000000.0,5.0,5.0,6.0,2025-11-04,12 Nov 2025,Lagos,44000000.0,High,2025-11,detached duplex
4 bedroom flat / apartment for sale,flat / apartment,"off ahmadu bello way, victoria island (vi), lagos",,4.0,4.0,5.0,2024-03-13,05 Nov 2025,Lagos,,,2024-03,flat/apartment
4 bedroom detached duplex for sale,detached duplex,"ikate elegushi, lekki, lagos",450000000.0,4.0,4.0,5.0,2025-10-03,12 Nov 2025,Lagos,112500000.0,High,2025-10,detached duplex
mixed-use land for sale,mixed-use land,"industrial avenue, yaba, lagos",2000000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
4 bedroom house for sale,house,"jahi, abuja",180000000.0,4.0,,,2025-11-12,12 Nov 2025,Abuja,45000000.0,High,2025-11,house
4 bedroom house for sale,house,"orchid, lekki, lagos",450000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,112500000.0,High,2025-11,house
5 bedroom detached duplex for sale,detached duplex,"lekki conservation centre, chevron toll gate, lekki, lagos",450000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,90000000.0,High,2025-11,detached duplex
5 bedroom detached duplex for sale,detached duplex,"chevron toll gate, lekki, lagos",450000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,90000000.0,High,2025-11,detached duplex
5 bedroom house for sale,house,"orchid, lekki, lagos",550000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,110000000.0,High,2025-11,house
5 bedroom detached duplex for sale,detached duplex,"chevron conservation center, lekki, lagos",450000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,90000000.0,High,2025-11,detached duplex
5 bedroom detached duplex for sale,detached duplex,"off thompson, ikoyi, lagos",1700000000.0,5.0,5.0,6.0,2025-10-21,11 Nov 2025,Lagos,340000000.0,High,2025-10,detached duplex
5 bedroom house for sale,house,"ikoyi, lagos",1200000000.0,5.0,5.0,6.0,2025-10-23,11 Nov 2025,Lagos,240000000.0,High,2025-10,house
5 bedroom terraced duplex for sale,terraced duplex,"ikoyi, lagos",1400000000.0,5.0,5.0,6.0,2025-10-23,11 Nov 2025,Lagos,280000000.0,High,2025-10,terraced duplex
2 bedroom block of flats for sale,block of flats,"off ajose adeogun, victoria island (vi), lagos",370000000.0,2.0,2.0,2.0,2025-11-10,11 Nov 2025,Lagos,185000000.0,High,2025-11,block of flats
residential land for sale,residential land,"end of freedom way, orange island, lekki, lagos",650000000.0,,,,2025-11-03,03 Nov 2025,Lagos,,High,2025-11,land
6 bedroom detached duplex for sale,detached duplex,"chevron toll gate, orchid road, lekki, lagos",400000000.0,6.0,6.0,7.0,2025-11-11,11 Nov 2025,Lagos,66666666.666666664,High,2025-11,detached duplex
6 bedroom detached duplex for sale,detached duplex,"chevron toll gate ,orchid, lekki, lagos",350000000.0,6.0,6.0,7.0,2025-11-11,11 Nov 2025,Lagos,58333333.333333336,High,2025-11,detached duplex
6 bedroom house for sale,house,"orchid, lekki, lagos",400000000.0,6.0,6.0,7.0,2025-11-11,11 Nov 2025,Lagos,66666666.666666664,High,2025-11,house
6 bedroom detached duplex for sale,detached duplex,"2nd toll gate, lekki, lagos",750000000.0,6.0,6.0,7.0,2025-09-19,22 Oct 2025,Lagos,125000000.0,High,2025-09,detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"ikoyi, lagos",1200000000.0,4.0,4.0,5.0,2025-10-15,21 Oct 2025,Lagos,300000000.0,High,2025-10,terraced duplex
4 bedroom terraced duplex for sale,terraced duplex,"parkview, ikoyi, lagos",1400000000.0,4.0,4.0,5.0,2025-10-15,04 Nov 2025,Lagos,350000000.0,High,2025-10,terraced duplex
residential land for sale,residential land,"orange island, lekki, lagos",620000000.0,,,,2025-10-24,08 Nov 2025,Lagos,,High,2025-10,land
land for sale,land,"orange island, lekki, lagos",550000000.0,,,,2025-10-24,26 Oct 2025,Lagos,,High,2025-10,land
4 bedroom detached duplex for sale,detached duplex,"adiva estate, ibeju lekki, lagos",150000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,37500000.0,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"2 king ogbuefi street, behind auto beauty arab road, kubwa, abuja",98000000.0,4.0,5.0,5.0,2025-07-28,06 Nov 2025,Abuja,24500000.0,High,2025-07,detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"chevron toll gate,  orchid road, lekki, lagos",150000000.0,4.0,4.0,5.0,2025-11-11,11 Nov 2025,Lagos,37500000.0,High,2025-11,terraced duplex
4 bedroom terraced duplex for sale,terraced duplex,"chevron toll gate, orchid road, lekki, lagos",180000000.0,4.0,4.0,5.0,2025-11-11,11 Nov 2025,Lagos,45000000.0,High,2025-11,terraced duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"cowrie creek, ikate, lekki, lagos",950000000.0,5.0,5.0,6.0,2025-10-24,11 Nov 2025,Lagos,190000000.0,High,2025-10,semi detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"osapa, lekki, lagos",500000000.0,5.0,5.0,6.0,2025-11-05,11 Nov 2025,Lagos,100000000.0,High,2025-11,semi detached duplex
3 bedroom block of flats for sale,block of flats,"opebi, ikeja, lagos",250000000.0,3.0,4.0,4.0,2025-11-11,11 Nov 2025,Lagos,83333333.33333333,High,2025-11,block of flats
2 bedroom block of flats for sale,block of flats,"ikeja, lagos",140000000.0,2.0,3.0,3.0,2025-11-11,11 Nov 2025,Lagos,70000000.0,High,2025-11,block of flats
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"lekki, lagos",330000000.0,1.0,2.0,3.0,2025-08-25,11 Nov 2025,Lagos,330000000.0,High,2025-08,mini flat
5 bedroom detached duplex for sale,detached duplex,"lekky county homes, ikota, lekki, lagos",420000000.0,5.0,5.0,6.0,2025-08-26,11 Nov 2025,Lagos,84000000.0,High,2025-08,detached duplex
3 bedroom detached bungalow for sale,detached bungalow,"near pan atlantic university, aiyeteju town, ibeju lekki, lagos",75000000.0,3.0,3.0,4.0,2025-11-06,06 Nov 2025,Lagos,25000000.0,High,2025-11,bungalow
commercial land for sale,commercial land,"ahmadu bello way, victoria island (vi), lagos",4500000000.0,,,,2025-11-11,11 Nov 2025,Lagos,,High,2025-11,commercial land
4 bedroom semi-detached duplex for sale,semi-detached duplex,"by chevron toll gate conservation, lekki, lagos",135000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,33750000.0,High,2025-11,semi detached duplex
commercial land for sale,commercial land,"owode, obafemi owode, ogun",3700000.0,,,,2025-11-11,12 Nov 2025,Ogun,,Low,2025-11,commercial land
6 bedroom detached duplex for sale,detached duplex,"off admiralty way, lekki phase 1, lekki, lagos",1300000000.0,6.0,6.0,7.0,2025-11-07,08 Nov 2025,Lagos,216666666.66666666,High,2025-11,detached duplex
mixed-use land for sale,mixed-use land,"queen's drive, ikoyi, lagos",2000000000.0,,,,2025-11-11,11 Nov 2025,Lagos,,High,2025-11,mixed-use land
mixed-use land for sale,mixed-use land,"chevron drive/ gracefield island, lekki phase 2, lekki, lagos",1578850000.0,,,,2025-11-11,11 Nov 2025,Lagos,,High,2025-11,mixed-use land
3 bedroom flat / apartment for sale,flat / apartment,"5 mins from osubi airport, warri, delta",41000000.0,3.0,3.0,4.0,2024-01-26,10 Nov 2025,Delta,13666666.666666666,Mid,2024-01,flat/apartment
residential land for sale,residential land,"akwukwu -igbo otulu, asaba, delta",4500000.0,,,,2024-06-23,10 Nov 2025,Delta,,Low,2024-06,land
mixed-use land for sale,mixed-use land,"palm crest 2, off afon road, imeko afon, ogun",3000000.0,,,,2025-09-16,10 Nov 2025,Ogun,,Low,2025-09,mixed-use land
2 bedroom terraced duplex for sale,terraced duplex,"ajayi apata, sangotedo, ajah, lagos",110000000.0,2.0,2.0,3.0,2025-11-10,10 Nov 2025,Lagos,55000000.0,High,2025-11,terraced duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"off adegoke, surulere, lagos",275000000.0,4.0,4.0,4.0,2025-11-11,11 Nov 2025,Lagos,68750000.0,High,2025-11,semi detached duplex
5 bedroom detached duplex for sale,detached duplex,"lekki palm city, off addo road, ajah, lagos",210000000.0,5.0,5.0,6.0,2025-11-03,08 Nov 2025,Lagos,42000000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"off adeniran ogunsanya, adeniran ogunsanya, surulere, lagos",280000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,70000000.0,High,2025-11,semi detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"surulere, lagos",270000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,67500000.0,High,2025-11,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"wuye, abuja",270000000.0,4.0,5.0,5.0,2025-10-25,07 Nov 2025,Abuja,67500000.0,High,2025-10,terraced duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"wuye, abuja",250000000.0,4.0,5.0,5.0,2025-10-27,07 Nov 2025,Abuja,62500000.0,High,2025-10,semi detached duplex
3 bedroom block of flats for sale,block of flats,"wuye, abuja",180000000.0,3.0,4.0,4.0,2025-10-27,07 Nov 2025,Abuja,60000000.0,High,2025-10,block of flats
2 bedroom block of flats for sale,block of flats,"stella maris, life camp, abuja",75000000.0,2.0,3.0,3.0,2025-10-31,07 Nov 2025,Abuja,37500000.0,High,2025-10,block of flats
7 bedroom house for sale,house,"makinde baruwa, baruwa, ipaja, lagos",80000000.0,7.0,7.0,7.0,2025-11-11,11 Nov 2025,Lagos,11428571.42857143,High,2025-11,house
4 bedroom house for sale,house,"lekki right, lekki phase 1, lekki, lagos",600000000.0,4.0,,,2025-11-11,12 Nov 2025,Lagos,150000000.0,High,2025-11,house
2 bedroom flat / apartment for sale,flat / apartment,"ikoyi, lagos",240000000.0,2.0,2.0,3.0,2025-11-11,12 Nov 2025,Lagos,120000000.0,High,2025-11,flat/apartment
4 bedroom semi-detached duplex for sale,semi-detached duplex,"adegoke estate, masha, surulere, lagos",270000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,67500000.0,High,2025-11,semi detached duplex
3 bedroom detached bungalow for sale,detached bungalow,"agodo egbe, alimosho, lagos",50000000.0,3.0,3.0,4.0,2025-11-11,11 Nov 2025,Lagos,16666666.666666666,High,2025-11,bungalow
1 bedroom block of flats for sale,block of flats,"lekki conservation, lekki, lagos",45000000.0,1.0,,,2025-11-11,12 Nov 2025,Lagos,45000000.0,Mid,2025-11,block of flats
4 bedroom terraced duplex for sale,terraced duplex,"lbs, ajah, lagos",120000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,30000000.0,High,2025-11,terraced duplex
mixed-use land for sale,mixed-use land,"ikate, lekki, lagos",700000.0,,,,2025-10-10,28 Oct 2025,Lagos,,Low,2025-10,mixed-use land
residential land for sale,residential land,"vintage park estate, ikate, lekki, lagos",1100000.0,,,,2025-10-12,28 Oct 2025,Lagos,,Low,2025-10,land
4 bedroom terraced duplex for sale,terraced duplex,"aso drive  estate, maitama district, abuja",700000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Abuja,175000000.0,High,2025-11,terraced duplex
2 bedroom block of flats for sale,block of flats,"near lekki conservation center, lekki, lagos",75000000.0,2.0,,,2025-11-11,12 Nov 2025,Lagos,37500000.0,High,2025-11,block of flats
5 bedroom detached duplex for sale,detached duplex,"megamound estate, ikota, lekki, lagos",660000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,132000000.0,High,2025-11,detached duplex
block of flats for sale,block of flats,"lekki conservation center, lekki, lagos",55000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,block of flats
3 bedroom flat / apartment for sale,flat / apartment,"millennium estate, gbagada, lagos",230000000.0,3.0,3.0,4.0,2025-11-11,11 Nov 2025,Lagos,76666666.66666667,High,2025-11,flat/apartment
2 bedroom flat / apartment for sale,flat / apartment,"off freedom way (behind freedom centre), ikate elegushi, lekki, lagos",180000000.0,2.0,2.0,3.0,2025-05-31,14 Aug 2025,Lagos,90000000.0,High,2025-05,flat/apartment
4 bedroom semi-detached duplex for sale,semi-detached duplex,"bosmak haven estate, harris drive., vgc, lekki, lagos",200000000.0,4.0,4.0,5.0,2025-11-11,11 Nov 2025,Lagos,50000000.0,High,2025-11,semi detached duplex
6 bedroom semi-detached duplex for sale,semi-detached duplex,"wuye, abuja",400000000.0,6.0,6.0,7.0,2025-01-27,11 Nov 2025,Abuja,66666666.666666664,High,2025-01,semi detached duplex
block of flats for sale,block of flats,"meiran, agege, lagos",160000000.0,,,,2025-11-11,11 Nov 2025,Lagos,,High,2025-11,block of flats
2 bedroom flat / apartment for sale,flat / apartment,"maryland, lagos",160000000.0,2.0,2.0,3.0,2025-11-11,11 Nov 2025,Lagos,80000000.0,High,2025-11,flat/apartment
5 bedroom flat / apartment for sale,flat / apartment,"onike, yaba, lagos",250000000.0,5.0,5.0,5.0,2025-11-11,12 Nov 2025,Lagos,50000000.0,High,2025-11,flat/apartment
5 bedroom detached duplex for sale,detached duplex,"megamound, ikota, lekki, lagos",420000000.0,5.0,5.0,6.0,2025-11-11,11 Nov 2025,Lagos,84000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"kabusa, abuja",8000000.0,,,,2025-11-11,12 Nov 2025,Abuja,,Low,2025-11,land
4 bedroom detached duplex for sale,detached duplex,"maryland, lagos",300000000.0,4.0,4.0,5.0,2025-11-11,12 Nov 2025,Lagos,75000000.0,High,2025-11,detached duplex
6 bedroom detached duplex for sale,detached duplex,"queens drive, ikoyi, lagos",,6.0,6.0,7.0,2025-10-13,13 Oct 2025,Lagos,,,2025-10,detached duplex
7 bedroom detached duplex for sale,detached duplex,"banana island, ikoyi, lagos",,7.0,7.0,8.0,2025-07-24,01 Nov 2025,Lagos,,,2025-07,detached duplex
mixed-use land for sale,mixed-use land,"guzape district, abuja",19000000000.0,,,,2025-11-11,12 Nov 2025,Abuja,,High,2025-11,mixed-use land
house for sale,house,"ebute meta, yaba, lagos",250000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,house
land for sale,land,"cameron road, ikoyi, lagos",1800000000.0,,,,2025-11-11,12 Nov 2025,Lagos,,High,2025-11,land
3 bedroom block of flats for sale,block of flats,"ikoyi, lagos",46400000000.0,3.0,3.0,4.0,2025-11-11,12 Nov 2025,Lagos,15466666666.666666,High,2025-11,block of flats
1 bedroom flat / apartment for sale,flat / apartment,"ebute meta east, yaba, lagos",55000000.0,1.0,1.0,1.0,2025-11-11,12 Nov 2025,Lagos,55000000.0,High,2025-11,flat/apartment
